frame,time_sec,hand,normalized_distance,head_scale_px,head_source,wrist_x,wrist_y,head_cx,head_cy,c0_x,c0_y,c4_x,c4_y,c8_x,c8_y,c12_x,c12_y,c16_x,c16_y,c20_x,c20_y
1619,53.967,Right,3.2029,158.37,ear,110.64,530.03,671.64,299.15,110.64,530.03,164.84,320.63,145.78,150.40,83.33,80.09,16.90,119.68,-32.61,218.09
1620,54.000,Right,3.2499,157.73,ear,111.74,524.69,672.55,299.29,111.74,524.69,160.96,331.74,147.10,147.19,82.70,79.07,13.27,118.71,-39.95,214.10
1621,54.033,Right,3.2261,157.56,ear,113.23,522.18,673.45,299.25,113.23,522.18,165.70,322.81,152.57,144.01,87.60,75.49,19.21,114.98,-25.57,216.92
1622,54.067,Right,3.1611,157.82,ear,113.82,517.70,673.30,298.39,113.82,517.70,175.50,330.95,157.71,146.40,88.42,71.55,19.27,112.58,-30.97,210.98
1623,54.100,Right,3.1588,158.29,ear,123.01,515.65,673.50,298.66,123.01,515.65,174.16,324.66,159.69,146.34,91.27,73.22,20.01,113.54,-30.01,214.05
1624,54.133,Right,3.1203,158.25,ear,123.48,511.71,674.09,298.49,123.48,511.71,180.76,319.84,166.59,138.25,97.44,72.42,24.54,113.03,-31.87,206.58
1625,54.167,Right,3.0694,157.91,ear,121.93,509.60,675.42,298.13,121.93,509.60,190.91,311.83,171.44,141.71,102.41,68.78,31.40,108.79,-25.92,199.88
1626,54.200,Right,3.0715,157.74,ear,130.26,510.92,675.35,298.13,130.26,510.92,191.05,311.58,180.23,146.56,109.73,73.64,38.89,112.46,-15.71,197.75
1627,54.233,Right,3.0179,158.04,ear,136.15,511.18,675.19,298.07,136.15,511.18,198.24,297.18,190.52,142.00,119.58,76.10,48.90,112.47,-9.12,193.49
1628,54.267,Right,2.9351,158.39,ear,139.29,509.20,675.47,297.49,139.29,509.20,210.61,291.50,201.16,143.53,136.86,74.83,62.02,109.96,3.72,191.92
1629,54.300,Right,2.8150,159.36,ear,148.22,504.00,674.20,297.69,148.22,504.00,225.64,292.76,220.39,142.62,153.90,81.66,82.58,113.16,17.60,194.29
1630,54.333,Right,2.6306,160.41,ear,166.04,503.24,673.79,296.72,166.04,503.24,252.82,325.92,240.73,145.97,174.99,90.08,107.90,119.06,43.08,197.12
1631,54.367,Right,2.4559,161.23,ear,166.15,500.11,673.82,296.59,166.15,500.11,278.01,285.43,258.12,144.90,193.70,93.60,131.25,118.47,68.16,191.76
1632,54.400,Right,2.2829,165.52,ear,186.54,501.30,675.01,297.25,186.54,501.30,297.23,305.14,273.45,147.59,211.27,98.98,155.50,124.55,98.56,192.15
1632,54.400,Left,1.9048,165.52,ear,1194.60,492.96,675.01,297.25,1194.60,492.96,987.98,335.38,1043.61,158.68,1116.17,127.24,1183.76,135.75,1237.75,190.85
1633,54.433,Right,2.1986,166.12,ear,200.37,491.65,674.65,298.68,200.37,491.65,309.86,316.75,306.19,154.38,239.70,109.38,184.97,132.69,125.73,194.21
1633,54.433,Left,1.6997,166.12,ear,1169.16,485.18,674.65,298.68,1169.16,485.18,954.41,336.90,1002.53,165.88,1063.23,128.10,1128.28,145.21,1201.26,188.71
1634,54.467,Right,2.0578,166.70,ear,227.30,484.83,674.47,297.77,227.30,484.83,332.25,274.03,317.28,147.16,266.25,112.97,214.84,138.80,159.79,196.09
1634,54.467,Left,1.5633,166.70,ear,1127.29,477.58,674.47,297.77,1127.29,477.58,932.68,333.00,967.27,180.40,1021.45,141.30,1094.13,159.55,1169.15,192.59
1635,54.500,Right,1.9620,168.41,ear,245.42,480.22,674.77,296.77,245.42,480.22,345.33,322.12,352.03,171.84,293.68,123.74,245.37,145.47,190.81,202.28
1635,54.500,Left,1.3704,168.41,ear,1105.84,468.28,674.77,296.77,1105.84,468.28,902.65,333.37,935.33,190.51,974.88,156.31,1036.11,143.90,1114.83,187.42
1636,54.533,Right,1.6527,168.90,ear,264.96,473.46,674.81,296.79,264.96,473.46,396.87,270.93,359.67,174.19,313.07,141.30,273.21,158.84,225.05,204.31
1636,54.533,Left,1.2909,168.90,ear,1085.20,462.40,674.81,296.79,1085.20,462.40,889.48,334.93,908.15,194.53,945.88,170.72,1001.15,172.78,1071.49,200.80
1637,54.567,Right,1.5221,169.31,ear,287.28,476.34,674.72,296.99,287.28,476.34,417.66,278.85,386.46,185.73,338.82,151.06,301.06,159.11,251.73,204.56
1637,54.567,Left,1.2100,169.31,ear,1065.77,456.94,674.72,296.99,1065.77,456.94,875.41,338.15,887.73,204.99,924.54,177.25,972.34,180.69,1051.98,202.20
1638,54.600,Right,1.4520,170.87,ear,301.56,478.12,674.78,295.43,301.56,478.12,426.76,301.47,415.16,200.21,370.02,161.88,328.46,167.60,279.31,211.83
1638,54.600,Left,1.1316,170.87,ear,1045.70,448.19,674.78,295.43,1045.70,448.19,863.52,337.47,870.03,220.53,904.24,191.99,950.22,189.57,1032.41,201.60
1639,54.633,Right,1.3780,171.98,ear,318.36,473.21,674.31,295.46,318.36,473.21,437.33,292.82,419.78,201.52,376.81,164.28,335.16,176.84,293.09,216.14
1639,54.633,Left,1.0486,171.98,ear,1032.56,451.62,674.31,295.46,1032.56,451.62,848.09,343.66,855.90,231.37,890.30,203.63,930.66,200.71,997.06,221.57
1640,54.667,Right,1.3623,171.95,ear,324.84,470.40,673.62,292.86,324.84,470.40,439.43,297.95,436.13,208.86,394.64,177.39,355.17,183.81,307.42,211.53
1640,54.667,Left,1.0254,171.95,ear,1020.44,452.88,673.62,292.86,1020.44,452.88,841.18,347.67,849.67,239.82,877.23,210.27,912.91,209.19,983.72,229.61
1641,54.700,Right,1.2621,172.44,ear,329.77,468.14,672.92,293.08,329.77,468.14,455.70,306.32,450.17,227.84,405.16,188.14,366.03,191.49,318.61,221.06
1641,54.700,Left,1.0048,172.44,ear,1008.09,454.35,672.92,293.08,1008.09,454.35,834.68,356.40,840.33,248.35,869.24,218.36,903.67,216.99,969.00,239.05
1642,54.733,Right,1.2178,171.91,ear,355.21,474.94,672.99,293.71,355.21,474.94,464.70,314.63,451.16,235.07,411.82,200.47,376.18,204.83,330.63,236.27
1642,54.733,Left,0.9932,171.91,ear,1004.23,458.96,672.99,293.71,1004.23,458.96,829.05,365.81,840.14,258.91,866.33,230.11,906.78,230.86,966.30,248.23
1643,54.767,Right,1.1990,171.15,ear,345.16,480.30,670.99,294.33,345.16,480.30,468.68,328.68,459.35,243.25,422.08,212.24,384.36,216.76,345.04,249.33
1643,54.767,Left,0.9696,171.15,ear,1000.50,459.71,670.99,294.33,1000.50,459.71,828.28,372.22,834.92,268.57,862.15,235.97,903.56,235.96,960.70,256.10
1644,54.800,Right,1.1680,168.51,ear,351.05,477.19,669.30,294.13,351.05,477.19,475.47,328.31,461.33,251.77,433.04,219.13,394.36,222.56,347.29,247.80
1644,54.800,Left,0.9931,168.51,ear,998.44,462.61,669.30,294.13,998.44,462.61,828.11,376.76,835.66,275.92,862.29,242.93,903.10,240.02,956.99,258.15
1645,54.833,Right,1.1577,169.22,ear,349.83,470.70,667.19,294.17,349.83,470.70,474.91,331.66,462.09,253.47,431.78,221.48,393.09,226.16,347.96,254.88
1645,54.833,Left,1.0067,169.22,ear,996.03,463.85,667.19,294.17,996.03,463.85,826.27,376.85,836.74,277.69,862.62,244.76,903.72,244.37,956.33,263.54
1646,54.867,Right,1.1712,168.80,ear,350.20,465.16,666.91,294.13,350.20,465.16,473.04,332.84,461.49,256.71,431.06,225.80,393.23,229.77,348.93,257.99
1646,54.867,Left,1.0419,168.80,ear,996.95,463.20,666.91,294.13,996.95,463.20,828.31,376.15,841.80,275.65,867.87,245.84,905.46,244.43,959.17,263.58
1647,54.900,Right,1.1823,168.50,ear,353.25,465.06,666.78,294.08,353.25,465.06,470.19,326.36,457.07,253.74,427.25,226.23,393.31,230.29,350.12,258.96
1647,54.900,Left,1.0705,168.50,ear,997.33,461.06,666.78,294.08,997.33,461.06,833.05,373.19,846.00,273.62,871.75,244.71,907.90,243.78,963.22,261.32
1648,54.933,Right,1.2130,168.57,ear,351.40,460.83,667.60,294.94,351.40,460.83,465.96,328.86,453.31,252.35,421.16,226.05,387.78,231.28,344.42,259.22
1648,54.933,Left,1.0813,168.57,ear,998.96,461.46,667.60,294.94,998.96,461.46,834.34,368.57,848.32,270.72,874.66,242.78,912.04,242.38,966.13,260.03
1649,54.967,Right,1.2372,168.54,ear,354.76,460.76,667.64,296.90,354.76,460.76,461.10,325.49,453.22,251.27,421.37,223.84,387.53,228.43,344.11,257.11
1649,54.967,Left,1.0759,168.54,ear,1001.64,461.92,667.64,296.90,1001.64,461.92,834.81,367.12,849.14,268.30,876.90,241.03,915.56,238.63,970.32,258.69
1650,55.000,Right,1.2329,168.32,ear,348.21,455.19,667.91,297.96,348.21,455.19,461.81,322.23,451.37,250.05,419.59,218.01,384.02,224.22,342.39,254.29
1650,55.000,Left,1.0764,168.32,ear,999.68,461.15,667.91,297.96,999.68,461.15,835.46,366.92,851.79,264.84,880.17,238.16,918.93,237.04,972.41,257.42
1651,55.033,Right,1.2117,167.96,ear,348.92,454.17,667.84,298.53,348.92,454.17,465.45,319.77,453.97,248.73,422.31,217.72,385.88,224.07,342.91,254.73
1651,55.033,Left,1.0848,167.96,ear,1000.43,462.21,667.84,298.53,1000.43,462.21,836.81,366.68,851.66,263.11,880.56,236.99,919.76,234.25,974.49,253.74
1652,55.067,Right,1.2062,168.25,ear,350.79,453.86,667.24,298.19,350.79,453.86,465.51,320.34,456.24,246.56,422.73,216.65,385.51,224.87,342.69,253.81
1652,55.067,Left,1.0830,168.25,ear,1001.91,460.99,667.24,298.19,1001.91,460.99,836.34,366.05,850.08,260.34,880.42,233.38,920.08,232.45,976.54,252.65
1653,55.100,Right,1.2026,167.76,ear,352.83,456.14,667.56,298.78,352.83,456.14,467.00,320.64,457.94,247.14,425.15,216.83,387.78,222.08,344.94,250.72
1653,55.100,Left,1.0720,167.76,ear,1000.73,458.60,667.56,298.78,1000.73,458.60,835.65,362.70,852.05,256.60,882.07,229.94,920.44,229.94,977.79,250.86
1654,55.133,Right,1.1849,168.72,ear,350.98,453.96,666.80,297.94,350.98,453.96,467.98,319.02,457.12,245.17,426.12,212.97,388.56,218.53,343.84,250.65
1654,55.133,Left,1.0849,168.72,ear,1001.10,453.09,666.80,297.94,1001.10,453.09,839.80,357.72,853.47,253.12,885.38,223.14,922.98,223.78,982.12,242.36
1655,55.167,Right,1.1795,169.02,ear,346.19,448.76,665.93,297.79,346.19,448.76,467.33,315.14,453.96,235.78,421.84,204.25,382.34,211.49,336.22,245.67
1655,55.167,Left,1.0908,169.02,ear,1008.14,450.69,665.93,297.79,1008.14,450.69,842.64,350.39,857.29,243.05,887.90,215.67,927.91,215.43,990.39,235.50
1656,55.200,Right,1.2128,169.27,ear,334.55,445.79,666.23,296.10,334.55,445.79,462.02,317.18,450.45,229.56,413.62,197.01,374.35,206.96,327.27,237.79
1656,55.200,Left,1.1174,169.27,ear,1016.09,443.57,666.23,296.10,1016.09,443.57,849.14,344.28,865.69,228.21,896.87,194.76,940.97,205.59,1002.97,226.98
1657,55.233,Right,1.2673,169.26,ear,326.89,444.81,666.22,293.56,326.89,444.81,452.00,304.54,447.66,220.55,407.61,186.93,366.15,197.86,312.72,233.38
1657,55.233,Left,1.1421,169.26,ear,1024.40,437.95,666.22,293.56,1024.40,437.95,854.54,337.16,869.78,214.36,897.85,183.64,952.74,187.48,1021.43,217.82
1658,55.267,Right,1.3376,170.89,ear,316.63,441.11,669.24,292.74,316.63,441.11,442.00,317.41,434.40,216.31,394.87,180.06,350.61,192.36,293.48,227.78
1658,55.267,Left,1.1531,170.89,ear,1038.45,441.41,669.24,292.74,1038.45,441.41,861.65,335.30,876.88,202.43,916.34,173.99,972.72,170.84,1047.15,193.64
1659,55.300,Right,1.4170,171.89,ear,297.32,437.45,670.05,292.36,297.32,437.45,428.49,323.62,400.62,210.10,361.46,174.81,319.80,179.88,265.01,217.47
1659,55.300,Left,1.1918,171.89,ear,1056.22,446.87,670.05,292.36,1056.22,446.87,869.20,340.38,885.19,196.23,929.46,159.57,985.57,162.09,1059.54,201.43
1660,55.333,Right,1.5378,173.78,ear,288.31,435.21,673.43,292.28,288.31,435.21,406.46,304.41,370.77,172.08,323.79,139.63,281.33,156.63,225.25,213.01
1660,55.333,Left,1.2126,173.78,ear,1071.93,454.74,673.43,292.28,1071.93,454.74,878.60,340.40,892.61,186.03,944.59,148.69,1008.80,153.00,1082.06,189.51
1661,55.367,Right,1.6288,174.74,ear,250.44,441.96,673.75,292.65,250.44,441.96,389.47,306.87,361.58,167.84,298.42,127.81,243.00,144.19,183.85,209.30
1661,55.367,Left,1.2536,174.74,ear,1088.22,464.53,673.75,292.65,1088.22,464.53,887.57,340.26,917.18,177.08,966.01,138.59,1031.67,139.25,1104.22,195.35
1662,55.400,Right,1.8515,174.52,ear,225.58,452.16,673.04,293.35,225.58,452.16,350.48,312.26,341.71,199.54,264.50,124.40,200.40,139.78,140.89,204.37
1662,55.400,Left,1.3506,174.52,ear,1108.69,472.95,673.04,293.35,1108.69,472.95,903.58,342.43,934.21,168.61,990.74,133.68,1059.43,145.08,1138.40,196.89
1663,55.433,Right,2.0537,175.21,ear,211.44,468.20,673.21,294.38,211.44,468.20,313.69,279.41,296.39,150.71,217.49,101.19,153.91,129.58,94.81,207.36
1663,55.433,Left,1.5097,175.21,ear,1144.00,485.13,673.21,294.38,1144.00,485.13,932.22,348.10,959.56,161.75,1023.71,120.09,1100.62,138.29,1184.64,188.36
1664,55.467,Right,2.0574,174.74,ear,184.73,487.17,673.69,294.44,184.73,487.17,314.42,307.79,255.73,146.86,175.68,92.97,111.65,123.95,48.06,224.25
1664,55.467,Left,1.6807,174.74,ear,1168.47,505.46,673.69,294.44,1168.47,505.46,959.15,363.45,989.35,160.47,1055.28,114.15,1144.70,132.33,1229.57,200.75
1665,55.500,Right,2.4158,174.58,ear,151.85,498.28,673.52,295.04,151.85,498.28,256.12,355.43,226.00,154.07,134.34,98.55,56.31,133.65,-10.38,225.03
1665,55.500,Left,1.8481,174.58,ear,1191.50,512.28,673.52,295.04,1191.50,512.28,984.85,379.70,1028.03,150.62,1111.43,125.46,1188.78,144.51,1284.57,218.79
1666,55.533,Right,2.5572,173.59,ear,108.61,528.65,672.98,293.72,108.61,528.65,233.16,353.67,192.17,160.92,88.35,103.80,21.44,133.21,-39.48,218.96
1666,55.533,Left,2.0583,173.59,ear,1208.01,521.71,672.98,293.72,1208.01,521.71,1015.88,394.13,1057.94,148.82,1147.73,126.06,1217.55,139.50,1251.44,171.94
1667,55.567,Right,2.8558,172.27,ear,87.48,555.56,673.36,294.63,87.48,555.56,194.78,408.58,146.54,166.75,36.65,106.03,-15.55,122.74,-73.90,221.91
1667,55.567,Left,2.3045,172.27,ear,1248.58,535.35,673.36,294.63,1248.58,535.35,1049.08,422.82,1112.27,162.13,1202.94,145.33,1264.17,162.71,1305.38,205.96
1668,55.600,Right,2.9127,171.85,ear,66.84,565.54,671.70,294.45,66.84,565.54,190.53,432.36,126.91,175.14,19.53,105.09,-18.58,136.69,-51.00,212.59
1669,55.633,Right,3.1826,170.20,ear,53.75,577.22,671.57,295.31,53.75,577.22,154.26,455.99,103.44,192.77,11.84,135.65,-25.82,154.39,-58.61,212.96
1670,55.667,Right,3.2369,170.33,ear,51.28,598.48,671.86,294.80,51.28,598.48,146.68,462.61,91.51,204.70,2.73,150.00,-35.62,190.85,-64.04,244.28
1671,55.700,Right,3.2283,169.86,ear,56.69,622.48,671.98,294.34,56.69,622.48,148.55,457.86,85.79,218.56,-7.52,176.43,-47.06,222.26,-68.02,275.85
1672,55.733,Right,3.2296,169.24,ear,49.61,631.16,671.93,294.31,49.61,631.16,151.65,461.86,87.18,229.97,-8.79,174.18,-34.26,215.26,-19.94,334.66
1673,55.767,Right,3.2208,168.79,ear,48.21,632.37,671.50,294.30,48.21,632.37,157.06,470.06,90.55,238.89,-13.43,177.02,-53.07,223.14,-73.19,290.50
1674,55.800,Right,3.2573,168.40,ear,47.77,639.22,671.42,294.67,47.77,639.22,158.45,488.90,90.03,241.01,-1.76,186.20,-26.95,211.80,-50.28,267.77
1675,55.833,Right,3.2491,167.86,ear,56.24,631.74,671.30,295.36,56.24,631.74,157.40,477.96,94.34,240.22,-6.31,178.94,-43.72,248.56,-49.39,343.76
1676,55.867,Right,3.2347,167.08,ear,48.01,637.36,671.97,295.90,48.01,637.36,162.53,476.39,97.15,242.26,-8.07,178.88,-37.85,210.25,-57.11,268.13
1677,55.900,Right,3.2398,166.91,ear,53.13,633.31,671.93,295.95,53.13,633.31,162.70,477.88,97.76,241.34,-7.86,181.36,-48.13,231.97,-50.86,317.16
1678,55.933,Right,3.2532,166.77,ear,51.23,627.88,671.70,296.20,51.23,627.88,158.93,473.40,96.21,237.76,-6.63,177.39,-42.27,219.00,-59.53,275.48
1679,55.967,Right,3.2124,167.05,ear,57.85,638.72,671.73,295.90,57.85,638.72,164.34,470.63,99.22,234.09,-3.75,169.63,-22.38,268.43,34.69,402.36
1680,56.000,Right,3.2202,167.72,ear,55.66,631.14,671.89,297.51,55.66,631.14,163.33,479.29,99.48,230.99,-8.01,169.85,-40.48,196.93,-63.99,265.43
1681,56.033,Right,3.1957,167.62,ear,46.65,636.37,671.82,297.94,46.65,636.37,163.41,466.59,99.59,229.18,-4.20,169.48,-37.49,189.32,-63.40,258.04
1682,56.067,Right,3.1815,167.68,ear,42.82,626.94,672.35,297.71,42.82,626.94,168.89,474.13,100.94,221.92,-5.05,161.53,-45.73,186.72,-73.49,251.82
1683,56.100,Right,3.1424,167.56,ear,43.92,626.29,672.49,297.69,43.92,626.29,170.18,455.55,104.45,222.06,-4.65,156.18,-43.62,198.36,-74.11,255.95
1684,56.133,Right,3.1561,167.50,ear,41.18,620.38,672.50,297.62,41.18,620.38,167.92,455.34,105.31,217.98,-1.58,148.49,-42.28,177.72,-77.69,247.75
1685,56.167,Right,3.1379,166.19,ear,43.15,624.14,672.43,297.87,43.15,624.14,176.00,457.53,108.33,212.96,-1.91,147.79,-46.23,178.87,-77.48,247.80
1686,56.200,Right,2.9948,165.68,ear,40.16,617.82,672.32,296.61,40.16,617.82,192.95,424.65,115.02,208.69,4.37,137.45,-30.58,154.56,-73.41,234.64
1687,56.233,Right,2.8490,164.82,ear,64.63,614.32,671.92,296.70,64.63,614.32,213.86,400.08,126.50,200.42,12.26,133.34,-28.70,177.29,-70.99,261.41
1688,56.267,Right,2.6960,163.75,ear,72.58,585.97,671.48,296.88,72.58,585.97,235.40,365.58,131.46,180.04,13.89,114.65,-23.92,210.62,-58.38,296.01
1689,56.300,Right,2.4955,164.79,ear,80.02,564.90,671.79,296.90,80.02,564.90,261.84,329.28,150.33,165.61,37.58,97.51,-31.61,144.53,-73.81,239.42
1690,56.333,Right,2.3370,164.97,ear,80.13,551.16,671.84,296.67,80.13,551.16,286.39,305.14,176.22,155.40,70.30,90.70,-16.15,138.89,-69.03,243.13
1691,56.367,Right,2.3209,165.02,ear,85.32,549.30,671.90,296.93,85.32,549.30,289.03,306.15,175.72,151.47,68.07,92.92,-10.71,127.75,-68.85,209.16
1692,56.400,Right,2.1937,166.57,ear,81.45,534.87,672.26,296.62,81.45,534.87,306.98,287.45,204.58,143.47,103.09,82.97,30.55,118.93,-31.65,195.16
1693,56.433,Right,2.0507,168.44,ear,125.22,507.94,671.93,296.43,125.22,507.94,327.54,269.71,241.84,124.57,165.86,74.54,109.42,96.36,70.91,171.46
1694,56.467,Right,2.0225,168.52,ear,127.88,484.41,671.53,297.00,127.88,484.41,331.72,270.42,254.92,137.27,189.66,78.29,139.53,100.78,102.33,167.30
1694,56.467,Left,1.9992,168.52,ear,1131.44,497.11,671.53,297.00,1131.44,497.11,1008.35,289.11,1064.57,131.79,1092.28,99.00,1121.21,120.83,1147.04,199.22
1695,56.500,Right,2.0150,168.84,ear,136.74,474.01,670.33,296.53,136.74,474.01,331.12,270.45,267.76,139.43,208.17,95.45,157.94,109.41,113.43,166.10
1695,56.500,Left,1.9851,168.84,ear,1118.10,491.86,670.33,296.53,1118.10,491.86,1005.43,290.53,1057.18,133.69,1083.52,125.04,1121.46,140.56,1175.09,191.01
1696,56.533,Right,2.0280,169.02,ear,141.08,455.06,670.36,296.37,141.08,455.06,328.26,274.89,273.48,141.77,220.34,95.87,169.58,108.20,125.61,163.26
1696,56.533,Left,1.9535,169.02,ear,1109.64,477.91,670.36,296.37,1109.64,477.91,1000.51,292.14,1039.72,133.42,1062.98,121.95,1085.57,153.83,1132.28,210.80
1697,56.567,Right,2.0285,170.10,ear,146.42,443.44,670.08,299.27,146.42,443.44,325.72,277.29,271.13,149.77,224.73,100.14,177.07,109.53,136.59,173.87
1697,56.567,Left,1.9298,170.10,ear,1102.94,467.10,670.08,299.27,1102.94,467.10,998.27,292.10,1030.48,147.00,1056.80,122.31,1077.37,154.63,1117.89,210.88
1698,56.600,Right,1.9991,172.21,ear,146.82,431.91,670.66,301.23,146.82,431.91,327.30,276.23,268.60,153.78,224.78,107.44,177.42,113.62,137.57,169.76
1698,56.600,Left,1.8714,172.21,ear,1101.17,465.24,670.66,301.23,1101.17,465.24,992.91,297.10,1026.36,149.35,1053.30,123.09,1080.52,144.92,1114.55,195.40
1699,56.633,Right,2.0454,172.29,ear,145.18,422.25,670.86,301.28,145.18,422.25,319.05,280.83,267.34,157.36,222.22,108.96,177.90,117.11,142.53,166.34
1699,56.633,Left,1.8578,172.29,ear,1098.17,457.20,670.86,301.28,1098.17,457.20,990.90,297.05,1021.52,148.81,1047.51,121.72,1076.84,139.95,1118.46,195.13
1700,56.667,Right,2.0793,172.93,ear,144.29,419.57,671.21,301.23,144.29,419.57,312.35,278.57,260.60,162.61,213.89,113.62,169.41,120.89,135.77,166.58
1700,56.667,Left,1.8338,172.93,ear,1099.60,453.13,671.21,301.23,1099.60,453.13,988.30,297.19,1018.75,150.62,1044.87,118.95,1066.10,137.74,1100.96,184.80
1701,56.700,Right,2.0920,173.00,ear,139.84,417.13,671.50,301.83,139.84,417.13,310.15,281.72,253.21,160.47,206.40,113.48,160.90,122.46,128.43,166.69
1701,56.700,Left,1.8318,173.00,ear,1096.93,451.53,671.50,301.83,1096.93,451.53,988.36,297.01,1015.94,148.79,1047.24,118.34,1072.06,142.41,1112.34,193.65
1702,56.733,Right,2.0855,173.16,ear,137.95,415.53,671.39,302.29,137.95,415.53,310.77,283.27,255.42,159.94,206.84,113.37,160.72,122.68,128.96,166.31
1702,56.733,Left,1.8264,173.16,ear,1098.49,451.63,671.39,302.29,1098.49,451.63,987.62,298.66,1018.26,147.92,1047.55,118.31,1072.00,143.97,1109.72,192.21
1703,56.767,Right,2.1296,172.95,ear,136.71,415.91,671.13,302.32,136.71,415.91,303.59,278.44,248.04,158.18,200.98,110.65,156.01,118.10,121.75,163.88
1703,56.767,Left,1.8395,172.95,ear,1097.96,450.89,671.13,302.32,1097.96,450.89,989.22,297.18,1016.22,147.07,1048.67,115.24,1077.05,140.69,1118.75,193.60
1704,56.800,Right,2.1426,173.86,ear,140.82,416.55,671.34,302.50,140.82,416.55,299.81,275.33,245.05,159.26,198.09,107.68,152.34,116.64,119.47,165.66
1704,56.800,Left,1.8171,173.86,ear,1096.87,448.33,671.34,302.50,1096.87,448.33,987.14,293.46,1017.38,146.72,1047.39,115.72,1075.38,140.84,1116.86,188.82
1705,56.833,Right,2.1167,173.62,ear,140.00,416.26,671.42,302.53,140.00,416.26,305.00,274.42,248.11,153.88,196.19,107.70,149.43,116.77,118.48,163.57
1705,56.833,Left,1.8083,173.62,ear,1100.85,444.94,671.42,302.53,1100.85,444.94,985.11,289.94,1016.11,140.74,1049.01,110.68,1078.30,130.45,1115.27,176.50
1706,56.867,Right,2.0805,173.75,ear,142.00,418.86,671.35,302.35,142.00,418.86,310.92,274.87,255.94,153.40,205.61,103.83,157.39,113.73,126.87,160.62
1706,56.867,Left,1.8053,173.75,ear,1100.61,439.90,671.35,302.35,1100.61,439.90,984.58,285.68,1016.65,136.42,1049.48,105.17,1076.24,121.19,1106.89,170.71
1707,56.900,Right,2.0290,173.93,ear,154.85,420.39,671.07,302.27,154.85,420.39,318.96,278.46,265.07,157.38,212.26,104.22,163.13,116.03,129.44,163.30
1707,56.900,Left,1.7910,173.93,ear,1096.49,448.56,671.07,302.27,1096.49,448.56,982.20,286.73,1019.28,134.95,1047.39,104.58,1071.05,119.59,1102.99,168.74
1708,56.933,Right,1.9712,173.11,ear,172.75,414.46,670.11,302.13,172.75,414.46,329.77,277.14,277.42,155.79,229.15,106.30,181.30,117.32,145.26,164.24
1708,56.933,Left,1.7651,173.11,ear,1099.06,447.19,670.11,302.13,1099.06,447.19,975.31,287.29,1012.33,132.69,1046.02,102.93,1070.77,129.41,1104.58,176.36
1709,56.967,Right,1.9253,174.01,ear,184.67,413.12,670.57,300.40,184.67,413.12,336.28,278.48,287.76,156.83,247.23,107.67,201.66,115.13,163.38,160.17
1709,56.967,Left,1.7170,174.01,ear,1088.78,453.83,670.57,300.40,1088.78,453.83,969.19,290.67,1006.68,125.00,1039.20,112.26,1078.76,158.52,1128.99,212.86
1710,57.000,Right,1.8943,173.76,ear,222.11,424.68,670.59,300.22,222.11,424.68,342.00,281.21,307.12,158.53,258.71,109.37,214.24,118.95,175.42,166.97
1710,57.000,Left,1.6918,173.76,ear,1075.84,448.08,670.59,300.22,1075.84,448.08,964.39,290.23,994.41,139.64,1029.11,114.69,1060.31,159.10,1092.18,195.37
1711,57.033,Right,1.8081,173.36,ear,244.28,428.18,671.33,300.05,244.28,428.18,358.62,278.42,324.18,161.21,282.03,118.00,242.59,123.75,202.48,171.25
1711,57.033,Left,1.6233,173.36,ear,1050.26,442.55,671.33,300.05,1050.26,442.55,952.67,293.91,975.17,138.81,992.37,115.18,1013.97,126.66,1050.09,172.00
1712,57.067,Right,1.6724,173.69,ear,269.29,430.32,671.58,298.94,269.29,430.32,381.43,284.82,343.66,164.05,302.05,125.88,267.62,127.61,230.60,169.08
1712,57.067,Left,1.4238,173.69,ear,1037.58,456.06,671.58,298.94,1037.58,456.06,918.88,300.40,951.37,141.86,962.08,128.67,985.02,138.98,1024.39,182.57
1713,57.100,Right,1.6732,174.06,ear,272.88,430.25,673.07,296.03,272.88,430.25,382.02,285.32,339.27,161.84,299.04,121.81,268.66,128.17,232.75,161.78
1713,57.100,Left,1.4076,174.06,ear,1038.37,457.31,673.07,296.03,1038.37,457.31,918.06,300.27,950.87,138.35,961.63,128.55,986.22,140.42,1022.28,186.10
1714,57.133,Right,1.5176,174.23,ear,300.95,441.60,672.99,295.43,300.95,441.60,408.78,284.94,383.73,164.13,350.17,149.55,318.24,151.03,282.53,174.53
1714,57.133,Left,1.2262,174.23,ear,1009.75,462.53,672.99,295.43,1009.75,462.53,886.60,298.25,910.38,158.59,927.14,146.00,955.25,161.54,1005.54,200.03
1715,57.167,Right,1.3510,172.83,ear,368.16,462.43,672.95,294.29,368.16,462.43,439.53,300.44,407.23,173.20,378.61,164.19,345.52,173.37,297.81,202.09
1716,57.200,Right,1.1084,169.35,ear,371.69,469.91,671.34,293.91,371.69,469.91,485.28,318.75,464.71,164.85,425.70,156.62,381.30,162.66,334.51,194.09
1717,57.233,Right,0.7705,171.22,ear,388.39,485.81,670.69,294.50,388.39,485.81,553.52,355.12,550.69,202.40,528.63,164.20,511.92,178.46,486.41,231.43
1717,57.233,Left,0.4347,171.22,ear,884.97,481.68,670.69,294.50,884.97,481.68,741.22,318.28,736.05,136.01,760.47,133.38,787.12,146.28,830.42,186.98
1718,57.267,Right,0.5919,169.31,ear,470.40,498.83,670.19,295.30,470.40,498.83,593.37,359.66,586.73,173.73,577.45,151.98,554.83,159.84,520.01,203.19
