frame,time_sec,hand,normalized_distance,head_scale_px,head_source,wrist_x,wrist_y,head_cx,head_cy,c0_x,c0_y,c4_x,c4_y,c8_x,c8_y,c12_x,c12_y,c16_x,c16_y,c20_x,c20_y
3451,115.033,Right,1.4239,173.47,ear,207.11,374.27,695.37,286.45,207.11,374.27,448.37,287.44,345.98,93.29,326.63,64.15,197.25,44.50,165.21,81.78
3452,115.067,Right,1.4143,173.40,ear,207.97,375.84,695.25,287.34,207.97,375.84,450.01,288.39,346.67,94.07,325.67,63.47,197.00,46.55,164.69,81.31
3453,115.100,Right,1.4347,172.47,ear,207.76,374.82,695.98,288.06,207.76,374.82,448.54,287.42,347.59,93.49,326.36,64.10,197.26,45.61,165.60,80.86
3454,115.133,Right,1.4243,172.77,ear,207.53,374.68,696.20,287.11,207.53,374.68,450.12,287.44,348.39,93.17,326.03,64.41,196.79,46.12,165.67,80.81
3455,115.167,Right,1.4323,172.18,ear,207.29,375.71,695.29,288.50,207.29,375.71,448.69,287.29,346.77,93.27,324.30,66.49,197.98,47.05,165.26,81.11
3456,115.200,Right,1.4436,171.84,ear,206.78,375.50,695.25,288.56,206.78,375.50,447.18,287.60,347.05,94.49,324.26,67.18,197.15,45.94,165.47,80.37
3457,115.233,Right,1.4495,171.85,ear,206.10,375.17,695.32,288.87,206.10,375.17,446.24,286.66,345.24,94.82,323.84,67.55,195.48,45.72,164.67,78.54
3458,115.267,Right,1.4538,171.93,ear,204.51,374.36,694.71,289.45,204.51,374.36,444.76,287.05,344.34,95.03,323.40,67.02,195.12,46.13,163.17,78.61
3459,115.300,Right,1.4502,171.58,ear,208.05,374.68,694.54,290.08,208.05,374.68,445.79,284.64,345.46,92.44,321.50,65.83,195.30,45.22,162.77,78.96
3460,115.333,Right,1.4619,171.68,ear,205.78,373.75,694.48,290.01,205.78,373.75,443.58,283.87,344.29,90.35,322.01,66.19,193.86,44.89,161.39,78.20
3461,115.367,Right,1.4189,174.10,ear,207.57,374.79,693.19,289.99,207.57,374.79,446.25,283.10,342.97,88.72,321.95,65.48,191.38,44.20,158.37,78.23
3462,115.400,Right,1.4443,173.70,ear,204.60,376.32,693.91,289.46,204.60,376.32,443.17,281.39,343.50,89.21,324.16,64.01,186.53,42.24,156.69,76.34
3463,115.433,Right,1.4512,173.71,ear,202.52,376.81,693.92,289.84,202.52,376.81,442.04,279.42,342.48,87.77,322.98,62.70,188.29,40.27,156.15,76.22
3464,115.467,Right,1.4626,173.37,ear,202.59,378.35,694.90,288.22,202.59,378.35,441.55,277.35,341.33,86.28,321.18,60.73,188.34,39.84,153.48,76.03
3465,115.500,Right,1.4589,174.18,ear,202.02,375.31,694.22,288.07,202.02,375.31,440.41,275.69,353.10,91.25,314.56,56.22,186.04,38.98,148.03,75.34
3466,115.533,Right,1.4598,174.15,ear,202.34,372.34,694.26,287.90,202.34,372.34,440.40,274.33,371.87,97.06,305.49,55.63,183.43,37.59,141.63,78.58
3467,115.567,Right,1.4396,174.76,ear,199.57,374.12,693.97,286.84,199.57,374.12,442.64,275.60,373.50,98.98,285.25,51.10,181.76,39.95,136.71,79.54
3468,115.600,Right,1.4585,173.65,ear,199.74,372.86,693.81,286.31,199.74,372.86,440.62,280.15,376.59,101.81,278.30,45.94,181.68,38.88,133.01,81.46
3469,115.633,Right,1.4532,174.34,ear,199.67,373.45,693.40,287.60,199.67,373.45,440.17,279.58,377.62,104.17,265.04,43.11,179.39,38.87,133.10,79.51
3470,115.667,Right,1.4557,174.30,ear,201.23,371.21,693.45,287.44,201.23,371.21,439.81,280.66,377.81,102.47,255.19,43.05,180.42,39.17,132.27,81.34
3471,115.700,Right,1.4452,174.76,ear,200.35,371.60,693.49,287.55,200.35,371.60,441.03,280.65,381.27,101.06,252.91,40.64,181.85,38.20,132.89,81.55
3472,115.733,Right,1.4480,174.78,ear,199.87,371.17,693.53,288.45,199.87,371.17,440.51,282.64,384.18,96.96,248.59,40.40,182.79,37.92,135.60,79.59
3473,115.767,Right,1.4496,174.55,ear,198.24,371.18,693.60,287.68,198.24,371.18,440.68,280.44,384.75,96.91,235.43,39.38,175.03,39.52,140.84,82.15
3474,115.800,Right,1.4560,174.71,ear,196.83,371.90,693.51,288.15,196.83,371.90,439.23,280.60,386.90,96.23,233.57,41.62,176.31,42.71,143.87,82.25
3475,115.833,Right,1.4508,174.77,ear,196.70,372.22,693.31,287.69,196.70,372.22,439.89,279.27,385.19,94.54,234.04,38.92,181.71,41.36,149.01,84.88
3476,115.867,Right,1.4564,174.66,ear,193.44,373.72,693.32,288.60,193.44,373.72,439.15,278.45,384.23,94.21,231.75,37.92,181.94,43.84,152.20,90.37
3477,115.900,Right,1.4574,174.23,ear,196.10,372.04,692.75,288.92,196.10,372.04,439.01,278.88,374.74,93.00,228.04,41.92,184.93,46.75,152.70,90.16
3478,115.933,Right,1.4643,174.22,ear,196.81,371.32,692.50,288.90,196.81,371.32,437.61,278.04,377.21,93.07,224.30,40.77,184.41,48.95,157.29,92.94
3479,115.967,Right,1.4723,173.78,ear,194.05,370.37,692.77,288.95,194.05,370.37,437.18,277.18,375.08,94.52,222.93,41.43,185.73,49.64,158.84,94.17
3480,116.000,Right,1.4734,173.10,ear,192.99,370.38,692.53,290.44,192.99,370.38,437.82,277.26,371.82,97.08,223.97,42.31,186.04,50.99,159.01,92.34
3481,116.033,Right,1.4792,172.92,ear,196.42,369.39,692.56,290.20,196.42,369.39,437.15,276.30,365.06,95.54,222.63,42.54,185.05,52.83,156.99,92.91
3482,116.067,Right,1.4932,173.46,ear,197.26,369.88,692.63,290.23,197.26,369.88,433.98,276.56,360.55,93.85,217.14,41.44,181.68,51.86,154.30,91.59
3483,116.100,Right,1.5164,172.72,ear,195.46,368.07,692.41,289.53,195.46,368.07,430.94,274.44,353.27,92.60,214.75,43.53,181.99,51.70,153.69,91.37
3484,116.133,Right,1.5188,172.37,ear,195.74,367.19,691.94,289.27,195.74,367.19,430.58,274.21,347.19,90.62,212.88,42.73,179.20,52.91,151.26,92.94
3485,116.167,Right,1.5279,172.05,ear,195.94,365.79,692.00,289.95,195.94,365.79,429.70,272.60,342.52,92.67,211.96,42.20,176.63,54.66,150.57,93.24
3486,116.200,Right,1.5379,172.78,ear,194.50,366.84,691.58,290.14,194.50,366.84,426.51,271.78,339.34,84.61,209.41,39.67,175.73,53.41,147.04,92.77
3487,116.233,Right,1.5577,172.74,ear,192.02,365.43,691.57,290.18,192.02,365.43,423.03,273.20,338.62,79.84,207.58,39.73,175.90,50.65,146.63,90.47
3488,116.267,Right,1.5440,172.77,ear,192.53,366.98,691.45,290.02,192.53,366.98,425.40,270.75,337.20,80.18,207.51,38.29,174.78,50.49,146.48,90.41
3489,116.300,Right,1.5597,171.97,ear,192.63,365.93,691.13,291.18,192.63,365.93,423.69,270.65,336.77,78.85,207.73,37.43,174.48,50.74,146.12,90.81
3490,116.333,Right,1.5568,172.15,ear,190.51,364.80,691.04,291.33,190.51,364.80,423.81,270.71,333.88,82.65,205.74,39.51,173.03,50.46,146.20,89.60
3491,116.367,Right,1.5383,172.22,ear,190.59,364.89,691.57,290.24,190.59,364.89,427.44,269.53,335.80,87.00,206.61,39.89,172.49,51.04,145.33,90.90
3492,116.400,Right,1.5314,173.45,ear,190.24,365.64,691.18,290.25,190.24,365.64,426.33,270.09,341.94,89.12,206.99,40.30,173.26,50.27,146.59,91.12
3493,116.433,Right,1.5297,173.48,ear,189.99,366.02,691.21,290.25,189.99,366.02,426.84,267.20,348.38,90.30,207.56,41.25,174.37,52.41,146.47,91.80
3494,116.467,Right,1.6260,173.20,ear,189.77,365.58,692.99,290.07,189.77,365.58,413.15,258.43,349.55,90.27,208.81,41.17,175.01,51.96,147.23,90.61
3495,116.500,Right,1.6969,172.24,ear,187.23,364.83,693.09,290.26,187.23,364.83,404.78,242.29,354.86,85.69,207.98,40.03,176.19,53.30,147.76,90.32
3496,116.533,Right,1.7874,172.18,ear,184.17,363.44,693.11,290.28,184.17,363.44,391.50,229.07,354.29,83.21,207.06,39.68,175.97,51.67,148.55,90.84
3497,116.567,Right,1.8564,172.37,ear,183.65,367.49,693.24,290.38,183.65,367.49,382.67,213.32,352.00,83.14,210.41,40.35,176.59,52.64,150.01,95.29
3498,116.600,Right,1.9245,172.71,ear,185.77,368.19,693.45,290.91,185.77,368.19,372.66,203.86,352.32,81.84,212.38,40.78,178.69,51.98,150.64,92.42
3499,116.633,Right,1.9693,172.34,ear,187.00,367.88,692.83,291.47,187.00,367.88,365.53,201.69,354.53,82.94,213.21,41.62,180.89,52.78,151.08,96.23
3500,116.667,Right,1.9987,172.41,ear,183.40,367.07,692.87,291.26,183.40,367.07,360.55,200.08,354.20,80.47,214.03,41.58,183.15,49.70,152.25,93.79
3501,116.700,Right,2.0450,172.33,ear,184.68,368.36,692.65,291.14,184.68,368.36,353.81,194.23,354.47,81.72,214.23,41.21,183.40,51.97,152.66,95.31
3502,116.733,Right,2.0728,172.40,ear,184.36,369.21,692.51,291.17,184.36,369.21,349.18,192.04,353.75,80.52,214.33,40.22,184.30,48.72,153.06,92.38
3503,116.767,Right,2.1153,170.69,ear,184.35,368.74,694.82,290.54,184.35,368.74,347.48,191.98,354.53,79.37,214.40,40.73,183.12,49.68,151.74,92.59
3504,116.800,Right,2.0977,171.69,ear,184.46,368.53,693.88,290.46,184.46,368.53,347.79,190.76,353.52,80.10,215.50,40.92,182.86,50.17,151.41,93.07
3505,116.833,Right,2.0996,171.92,ear,186.34,369.35,694.08,290.62,186.34,369.35,347.27,190.53,353.20,80.62,215.51,40.92,183.74,50.64,151.59,92.66
3506,116.867,Right,2.0910,171.94,ear,184.75,368.74,694.18,289.80,184.75,368.74,348.57,190.75,350.80,79.65,215.68,41.57,183.52,51.17,151.52,93.50
3507,116.900,Right,2.1008,172.04,ear,183.51,367.61,694.02,290.16,183.51,367.61,347.08,188.89,348.77,78.15,214.93,41.16,181.58,50.90,149.83,93.61
3508,116.933,Right,2.1253,171.90,ear,185.76,368.91,694.52,290.34,185.76,368.91,343.84,187.90,348.00,78.77,214.65,41.03,181.11,51.07,148.87,94.44
3509,116.967,Right,2.1081,172.28,ear,184.85,369.18,694.05,290.09,184.85,369.18,344.98,189.78,348.45,78.92,213.68,41.31,180.76,52.02,147.12,92.93
3510,117.000,Right,2.1085,172.71,ear,181.75,365.49,693.84,289.98,181.75,365.49,343.98,188.93,347.48,76.81,213.12,39.75,179.36,50.20,146.31,92.40
3511,117.033,Right,2.1106,172.72,ear,182.72,365.62,693.72,290.02,182.72,365.62,343.66,188.28,347.58,76.91,211.51,39.22,178.03,50.67,146.42,92.21
3512,117.067,Right,2.0867,174.13,ear,183.64,365.38,693.01,289.70,183.64,365.38,344.26,187.71,346.85,76.37,211.52,40.10,178.35,50.19,146.85,91.45
3513,117.100,Right,2.0891,173.44,ear,182.02,365.48,693.71,289.89,182.02,365.48,346.06,187.79,347.00,75.28,211.26,39.63,178.17,49.13,147.40,91.44
3514,117.133,Right,2.0568,173.40,ear,180.30,365.22,693.53,289.92,180.30,365.22,351.40,189.22,346.11,76.87,211.35,37.12,178.38,47.27,147.36,90.33
3515,117.167,Right,2.0110,171.51,ear,185.26,367.24,694.26,290.26,185.26,367.24,361.70,198.81,345.57,84.27,211.07,37.81,178.52,45.80,145.96,91.05
3516,117.200,Right,1.9390,171.77,ear,181.35,366.71,694.31,290.22,181.35,366.71,373.60,200.38,338.81,85.69,207.24,36.56,172.44,49.92,140.35,89.54
3517,117.233,Right,1.9224,171.36,ear,183.04,367.46,694.54,290.47,183.04,367.46,376.92,203.09,339.46,79.45,207.46,36.03,173.40,47.79,140.80,89.69
3518,117.267,Right,1.9160,171.40,ear,183.01,368.89,694.70,289.32,183.01,368.89,377.56,204.04,336.02,83.37,222.06,41.94,183.72,52.10,144.30,92.06
3519,117.300,Right,1.9147,171.51,ear,180.60,369.15,694.40,289.41,180.60,369.15,376.70,206.29,326.03,84.32,244.92,54.04,199.17,59.00,148.64,93.04
3520,117.333,Right,1.9114,170.80,ear,181.77,367.25,694.20,290.01,181.77,367.25,378.62,206.39,284.52,69.25,254.05,55.31,203.55,65.32,151.13,93.70
3521,117.367,Right,1.9172,170.72,ear,181.08,366.72,694.17,288.90,181.08,366.72,378.02,204.15,269.80,62.92,249.68,58.52,202.79,68.99,153.37,96.55
3522,117.400,Right,1.9190,170.94,ear,179.29,366.10,693.89,289.03,179.29,366.10,377.28,203.23,271.23,70.40,255.98,60.19,203.58,69.40,154.54,98.09
3523,117.433,Right,1.9466,170.45,ear,177.87,364.94,693.96,289.07,177.87,364.94,373.13,204.44,266.18,65.23,261.31,59.93,201.75,65.98,153.16,96.29
3524,117.467,Right,1.9370,171.61,ear,179.90,364.26,693.21,289.10,179.90,364.26,372.00,203.55,266.94,66.28,270.26,55.30,198.93,60.49,152.36,98.09
3525,117.500,Right,1.9527,171.37,ear,181.04,365.48,693.11,289.10,181.04,365.48,370.07,201.75,270.41,65.98,272.80,59.40,196.73,60.58,150.02,96.29
3526,117.533,Right,1.9514,171.41,ear,182.19,365.06,693.07,289.02,182.19,365.06,370.06,202.14,276.82,65.57,272.57,62.80,187.86,57.79,143.73,92.90
3527,117.567,Right,1.9538,171.62,ear,182.45,366.70,693.26,288.50,182.45,366.70,369.55,201.11,290.91,71.83,281.16,65.82,178.89,53.19,137.95,87.52
3528,117.600,Right,1.9496,172.70,ear,184.11,369.46,693.06,288.45,184.11,369.46,367.41,202.93,301.37,71.81,283.37,70.68,165.75,51.13,125.79,86.50
3529,117.633,Right,1.9584,172.40,ear,187.45,370.14,693.06,288.56,187.45,370.14,366.57,202.51,303.73,74.30,291.46,76.12,160.87,48.29,113.39,86.12
3530,117.667,Right,1.9566,172.56,ear,188.18,369.20,692.56,288.12,188.18,369.20,366.41,200.84,304.34,73.65,293.44,75.07,161.57,48.77,112.60,85.45
3531,117.700,Right,1.9758,171.79,ear,189.61,368.14,691.90,288.31,189.61,368.14,363.61,202.06,311.89,76.01,295.67,73.51,160.97,52.14,118.87,85.80
3532,117.733,Right,1.9780,171.80,ear,188.11,368.28,693.39,288.47,188.11,368.28,364.96,201.21,310.89,77.83,297.34,73.71,161.59,51.53,122.80,86.67
3533,117.767,Right,1.9864,170.41,ear,184.99,367.27,692.75,288.47,184.99,367.27,365.75,201.00,310.76,77.06,293.73,72.21,162.09,52.88,125.80,86.43
3534,117.800,Right,1.9835,170.68,ear,188.65,367.53,692.70,288.38,188.65,367.53,365.30,202.22,311.56,74.88,294.24,67.44,162.11,48.92,127.22,86.15
3535,117.833,Right,1.9942,170.61,ear,188.58,367.12,692.40,288.57,188.58,367.12,363.44,201.72,311.24,76.41,293.46,64.95,156.61,49.38,126.07,85.03
3536,117.867,Right,2.0077,170.24,ear,186.29,364.79,692.45,289.67,186.29,364.79,361.94,202.61,312.73,75.76,289.24,65.66,154.35,49.62,121.02,84.84
3537,117.900,Right,2.0107,170.36,ear,186.45,365.68,692.58,290.23,186.45,365.68,361.51,202.37,316.98,82.75,287.52,61.88,151.40,47.98,118.46,84.90
3538,117.933,Right,2.0210,169.83,ear,187.28,365.51,692.17,290.22,187.28,365.51,361.06,199.89,321.70,82.20,286.60,60.86,148.31,49.43,117.06,86.17
3539,117.967,Right,2.0285,169.87,ear,188.05,365.99,692.14,290.38,188.05,365.99,359.72,199.61,320.41,80.34,286.18,61.92,147.06,48.36,116.06,89.10
3540,118.000,Right,2.0212,169.99,ear,186.74,367.80,691.72,290.20,186.74,367.80,360.55,198.71,317.73,81.86,285.90,60.47,146.46,48.67,116.69,87.95
3541,118.033,Right,2.0007,171.41,ear,187.14,368.58,691.10,290.20,187.14,368.58,360.25,199.89,314.94,85.00,283.02,59.72,147.36,48.81,116.47,86.53
3542,118.067,Right,2.0066,171.70,ear,187.30,367.89,691.58,289.46,187.30,367.89,358.92,199.74,310.42,83.88,282.47,59.69,146.14,49.87,116.21,86.06
3543,118.100,Right,1.9965,172.39,ear,187.62,366.85,691.48,289.31,187.62,366.85,359.11,199.89,309.26,81.71,281.33,59.90,145.40,48.65,115.33,85.89
3544,118.133,Right,2.0093,172.47,ear,186.39,366.32,691.54,289.29,186.39,366.32,356.76,199.74,309.52,82.06,282.32,59.53,144.88,49.40,114.87,85.57
3545,118.167,Right,2.0075,172.52,ear,187.11,368.49,691.69,289.25,187.11,368.49,357.28,199.16,308.70,82.57,280.86,60.57,144.80,49.43,115.52,84.53
3546,118.200,Right,2.0033,172.31,ear,183.39,367.87,691.73,288.53,183.39,367.87,357.99,200.32,307.81,81.12,279.41,60.36,144.42,49.52,114.51,85.37
3547,118.233,Right,1.9972,172.83,ear,183.24,368.80,691.35,287.83,183.24,368.80,357.40,200.55,306.65,80.01,277.46,60.42,144.70,47.95,114.00,84.99
3548,118.267,Right,2.0093,171.77,ear,183.33,368.52,691.98,288.06,183.33,368.52,358.28,199.96,306.12,79.30,277.08,62.27,144.07,47.56,112.61,84.68
3549,118.300,Right,2.0010,172.35,ear,180.27,368.14,691.13,288.32,180.27,368.14,357.60,200.59,304.23,78.75,275.00,60.94,144.22,46.96,113.08,84.40
3550,118.333,Right,2.0011,172.65,ear,179.99,370.06,691.17,288.36,179.99,370.06,357.17,200.06,304.21,79.27,275.14,59.06,142.62,45.59,111.88,81.84
3551,118.367,Right,2.0249,171.98,ear,181.41,368.13,691.67,288.43,181.41,368.13,354.95,199.54,303.73,78.07,273.67,59.02,143.02,44.76,110.73,81.33
3552,118.400,Right,2.0216,171.57,ear,182.40,365.75,691.07,288.19,182.40,365.75,355.92,198.87,300.88,78.58,273.41,58.21,142.42,46.15,109.79,82.18
3553,118.433,Right,2.0413,171.32,ear,181.37,365.39,692.28,288.29,181.37,365.39,354.62,197.22,300.20,76.88,273.26,58.83,142.98,45.09,109.88,81.15
3554,118.467,Right,2.0438,171.38,ear,181.96,368.25,692.02,287.71,181.96,368.25,353.84,196.50,300.27,76.58,273.50,57.73,143.32,45.58,110.98,80.56
3555,118.500,Right,2.0445,171.16,ear,180.12,366.81,691.84,288.19,180.12,366.81,354.34,195.65,301.44,77.66,275.14,57.53,144.01,45.80,110.82,81.90
3556,118.533,Right,2.0524,171.31,ear,179.56,366.02,691.56,289.67,179.56,366.02,352.94,195.01,301.28,78.49,274.20,57.68,145.10,45.56,111.88,81.03
3557,118.567,Right,2.0787,171.03,ear,182.60,367.30,691.56,289.97,182.60,367.30,349.61,192.71,302.58,78.66,274.20,57.84,143.01,46.11,112.44,81.27
3558,118.600,Right,2.1222,170.52,ear,180.82,366.43,691.00,290.59,180.82,366.43,342.80,192.07,302.07,80.25,274.82,58.06,144.83,45.88,112.99,82.30
3559,118.633,Right,2.1294,170.31,ear,179.69,367.40,691.75,290.50,179.69,367.40,343.77,188.34,299.25,77.57,268.47,58.14,145.96,45.01,111.51,81.92
3560,118.667,Right,2.0942,171.28,ear,177.51,368.13,691.45,285.31,177.51,368.13,346.10,188.42,298.54,76.69,262.20,56.93,144.71,43.05,108.94,81.84
3561,118.700,Right,2.1002,171.08,ear,177.81,368.58,691.64,285.01,177.81,368.58,345.80,187.60,302.19,75.05,242.68,55.95,139.95,40.16,103.69,85.53
3562,118.733,Right,2.0746,171.86,ear,174.34,367.95,692.56,284.36,174.34,367.95,349.73,186.45,308.57,74.22,234.81,50.85,139.72,38.99,101.57,83.79
3563,118.767,Right,2.0910,171.60,ear,172.94,369.01,693.54,284.65,172.94,369.01,348.40,186.48,309.80,73.48,233.92,45.99,138.29,39.76,100.93,83.99
3564,118.800,Right,2.0861,171.46,ear,172.78,369.00,692.82,285.56,172.78,369.00,349.14,186.48,311.98,74.96,227.14,42.01,138.79,41.65,100.79,84.13
3565,118.833,Right,2.0638,171.59,ear,171.80,369.25,692.58,285.51,171.80,369.25,352.84,185.63,310.69,73.09,205.33,40.88,136.09,47.27,100.31,86.14
3566,118.867,Right,2.0336,171.46,ear,172.88,370.62,693.75,285.91,172.88,370.62,359.96,185.13,300.96,69.28,181.82,33.93,142.04,44.97,106.33,85.39
3567,118.900,Right,2.0362,171.17,ear,174.51,373.58,692.92,286.86,174.51,373.58,359.85,184.12,294.31,66.50,173.22,30.20,141.01,44.51,107.47,88.43
3568,118.933,Right,2.0247,171.54,ear,173.39,373.96,692.35,287.57,173.39,373.96,361.14,183.06,287.75,67.43,170.36,31.13,139.58,44.15,106.84,88.69
3569,118.967,Right,2.0262,171.74,ear,172.29,372.83,692.19,287.39,172.29,372.83,360.22,183.07,279.14,61.49,170.72,30.07,139.46,44.43,106.33,89.13
3570,119.000,Right,2.0117,173.32,ear,172.14,372.27,691.15,285.74,172.14,372.27,357.75,183.70,270.06,61.37,173.87,24.22,140.00,40.81,107.86,87.72
3571,119.033,Right,2.0599,173.31,ear,170.65,372.83,691.57,287.12,170.65,372.83,350.43,181.87,256.09,52.77,175.01,23.04,141.21,39.98,108.88,86.91
3572,119.067,Right,2.0522,173.86,ear,171.91,372.50,690.70,287.11,171.91,372.50,349.97,181.32,252.12,49.99,175.00,22.41,141.53,41.60,109.96,90.21
3573,119.100,Right,2.1001,174.44,ear,171.61,372.64,693.21,287.19,171.61,372.64,343.15,179.23,257.28,50.11,172.72,21.77,138.98,43.01,107.99,89.69
3574,119.133,Right,2.1482,173.09,ear,172.69,372.11,692.55,287.29,172.69,372.11,335.81,182.43,270.03,52.88,168.98,23.26,135.93,41.67,106.76,91.18
3575,119.167,Right,2.2470,173.17,ear,171.40,369.99,692.84,287.34,171.40,369.99,316.87,187.12,276.27,55.18,166.80,24.09,134.46,43.17,105.12,91.80
3576,119.200,Right,2.2092,173.95,ear,174.24,372.21,692.98,285.21,174.24,372.21,324.18,177.28,277.18,52.81,167.04,22.01,134.92,42.52,106.28,91.11
3577,119.233,Right,2.2477,173.84,ear,175.66,373.96,693.19,285.91,175.66,373.96,318.98,173.50,277.73,52.71,166.38,21.50,133.46,42.97,105.10,90.88
3578,119.267,Right,2.3044,174.65,ear,173.99,373.74,692.91,285.65,173.99,373.74,306.98,171.48,279.72,53.26,166.30,22.89,132.94,44.45,103.52,90.96
3579,119.300,Right,2.2639,175.19,ear,174.61,375.08,692.68,284.63,174.61,375.08,313.23,169.18,282.57,52.91,167.19,24.94,134.15,44.51,103.78,88.77
3580,119.333,Right,2.2999,174.70,ear,175.75,375.01,692.47,287.29,175.75,375.01,308.76,168.06,282.04,53.53,166.95,23.94,132.60,45.52,102.27,90.16
3581,119.367,Right,2.3470,175.55,ear,174.48,374.32,692.44,287.31,174.48,374.32,298.20,167.59,282.78,54.14,166.68,25.72,132.83,45.82,102.86,90.50
3582,119.400,Right,2.3634,175.64,ear,173.16,375.69,692.44,286.79,173.16,375.69,295.41,165.58,282.47,54.06,165.82,28.93,132.58,47.53,101.60,90.10
3583,119.433,Right,2.3420,175.33,ear,175.78,378.37,692.43,286.78,175.78,378.37,300.00,165.91,285.25,53.47,166.48,30.38,132.99,46.52,102.86,89.29
3584,119.467,Right,2.3769,175.27,ear,173.28,375.26,692.55,286.55,173.28,375.26,293.22,167.86,286.15,55.87,164.23,32.15,131.00,49.11,101.19,90.52
3585,119.500,Right,2.3775,175.28,ear,173.52,376.27,692.59,286.68,173.52,376.27,293.46,166.84,287.40,57.07,163.56,34.92,129.08,51.39,99.66,90.53
3586,119.533,Right,2.3259,174.49,ear,174.96,377.49,695.44,285.57,174.96,377.49,307.10,167.67,289.49,57.45,163.80,35.42,129.77,51.56,99.19,91.68
3587,119.567,Right,2.3270,173.73,ear,177.21,378.04,699.79,283.69,177.21,378.04,311.66,170.61,296.09,61.84,162.62,39.31,129.60,53.74,100.41,92.88
3588,119.600,Right,2.3825,171.59,ear,172.78,377.06,703.43,282.08,172.78,377.06,309.34,173.30,299.17,64.77,163.25,41.68,130.69,55.02,101.35,93.81
3589,119.633,Right,2.4659,166.32,ear,177.28,377.56,708.01,280.21,177.28,377.56,312.62,171.26,299.89,64.33,163.54,42.21,131.14,56.65,101.17,96.34
3590,119.667,Right,2.4849,164.84,ear,177.31,377.65,710.42,276.58,177.31,377.65,314.72,170.66,302.47,66.72,164.02,42.66,132.51,56.25,102.11,94.84
3591,119.700,Right,2.4601,168.67,ear,176.03,377.35,715.42,274.79,176.03,377.35,313.69,170.98,302.13,66.40,164.47,41.81,132.38,56.17,101.80,94.40
3592,119.733,Right,2.5163,164.64,ear,178.43,376.46,717.91,275.11,178.43,376.46,316.46,172.82,302.83,66.13,163.14,40.86,130.07,54.33,100.13,92.82
3593,119.767,Right,2.5257,162.43,ear,180.14,376.78,720.14,273.61,180.14,376.78,322.13,174.17,300.27,64.44,162.86,41.33,131.08,52.97,100.74,92.11
3594,119.800,Right,2.4919,160.88,ear,178.05,374.86,722.03,270.56,178.05,374.86,331.81,178.66,295.01,69.59,162.03,41.30,129.71,52.32,101.27,91.48
3595,119.833,Right,2.4813,157.07,ear,179.69,374.75,724.57,272.12,179.69,374.75,346.52,177.34,290.44,68.59,160.71,39.46,129.22,53.48,102.46,91.97
3596,119.867,Right,2.4487,157.24,ear,183.51,374.98,726.11,269.96,183.51,374.98,351.39,181.46,291.40,67.84,160.46,42.74,129.77,56.59,104.95,93.31
3597,119.900,Right,2.4923,155.12,ear,189.60,373.74,728.48,272.55,189.60,373.74,352.42,182.77,294.23,72.33,166.99,47.78,137.02,61.30,111.80,99.26
3598,119.933,Right,2.5160,154.14,ear,191.10,370.99,732.61,272.22,191.10,370.99,355.32,182.46,295.42,77.94,170.15,54.86,141.74,66.99,118.33,101.36
3599,119.967,Right,2.5565,151.92,ear,196.83,374.95,734.38,273.14,196.83,374.95,356.32,184.18,296.56,83.76,176.00,59.22,146.12,68.89,123.12,105.18
3600,120.000,Right,2.5629,151.33,ear,201.21,377.19,734.19,272.48,201.21,377.19,355.90,186.94,295.69,94.85,179.53,67.10,151.21,76.33,128.21,111.19
3601,120.033,Right,2.5862,149.58,ear,204.16,377.95,735.39,272.55,204.16,377.95,357.33,190.55,294.48,94.55,181.95,70.76,152.99,79.78,130.37,110.19
3602,120.067,Right,2.5925,149.29,ear,206.69,379.98,736.62,270.91,206.69,379.98,357.75,191.89,294.99,95.49,181.77,71.83,153.96,79.62,133.01,109.77
3603,120.100,Right,2.5704,152.42,ear,206.83,377.38,739.31,271.72,206.83,377.38,355.22,194.50,295.01,95.82,184.11,71.45,156.46,78.98,134.81,109.85
3604,120.133,Right,2.5507,151.93,ear,204.69,377.37,737.54,271.80,204.69,377.37,357.67,195.18,291.33,95.33,185.75,70.30,157.80,77.90,134.90,109.78
3605,120.167,Right,2.5950,151.19,ear,201.04,377.27,740.08,278.70,201.04,377.27,356.71,195.22,290.74,97.10,193.48,70.62,163.67,76.02,138.44,106.67
3606,120.200,Right,2.6110,150.48,ear,201.64,377.62,739.52,273.61,201.64,377.62,354.46,195.44,282.95,96.25,198.86,72.05,168.78,78.90,143.52,105.63
3607,120.233,Right,2.6221,150.32,ear,203.16,375.52,740.12,273.32,203.16,375.52,353.72,195.50,276.26,92.29,211.00,74.10,177.93,81.90,143.71,105.75
3608,120.267,Right,2.6109,149.92,ear,201.88,373.08,738.31,267.90,201.88,373.08,353.85,194.45,270.58,90.55,226.38,71.41,183.68,78.62,145.45,105.26
3609,120.300,Right,2.6522,149.90,ear,199.13,370.97,740.86,275.43,199.13,370.97,351.39,195.66,270.53,90.82,228.05,70.60,182.49,78.19,144.90,105.15
3610,120.333,Right,2.7063,149.52,ear,202.96,370.88,740.74,275.21,202.96,370.88,344.26,194.33,265.12,90.57,229.10,72.56,179.96,77.61,142.39,105.37
3611,120.367,Right,2.6924,149.54,ear,203.14,373.40,740.66,272.05,203.14,373.40,345.68,193.93,263.70,91.45,230.08,72.30,178.69,78.43,141.19,106.52
